14;21;2024-03-13 09:13:33;817FDM16;Газель;NULL;металлоизделия;Поставка;ТОО МеталлСтрой УК;"TOO ""ALTAI MAI""";"ТОО ""МеталлСтройУК""";"ТОО ""ALTAI MAI""";2760.000;2060.000;700.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
15;23;2024-03-13 10:11:50;817FDM16;Газель;NULL;металлоизделия;Сбыт;TOO ALTAI MAI;ТОО МеталлСтрой УК;TOO ALTAI MAI;NULL;2940.000;2060.000;880.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
16;24;2024-03-13 10:42:44;805BF16;SHASMAN;NULL;металлоконструкция;Поставка;ТОО Гидросталь;"TOO ""ALTAI MAI""";ТОО Гидросталь;"ТОО ""ALTAI MAI""";30480.000;20840.000;9640.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
20;29;2024-03-14 12:23:04;F762WEM;FOTON;NULL;металлоконструкция;Поставка;ТОО МеталлСтрой УК;"TOO ""ALTAI MAI""";"ТОО ""МеталлСтройУК""";NULL;9540.000;5280.000;4260.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
21;31;2024-03-15 10:05:33;308ACI16;SHASMAN;NULL;подсолнечник;Поставка;К/х Кабыл-Капар;"TOO ""ALTAI MAI""";к/х Кабыл-Капар;"ТОО ""ALTAI MAI""";25080.000;0.000;25080.000;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
22;32;2024-03-15 11:05:36;969LOA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен Нарын;"TOO ""ALTAI MAI""";"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";23800.000;10920.000;12880.000;12920.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
23;33;2024-03-15 11:09:43;575CD16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";23520.000;10520.000;13000.000;13060.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
24;34;2024-03-15 11:40:05;630ZAA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";21740.000;9700.000;12040.000;12040.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
25;35;2024-03-15 11:52:31;253CVA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";22320.000;9680.000;12640.000;12680.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
26;36;2024-03-15 13:23:20;969MEA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";22820.000;10320.000;12500.000;12540.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
27;37;2024-03-15 13:45:00;817ВЕ16;SHAСMAN;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";28300.000;15120.000;13180.000;11900.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
30;45;2024-03-15 15:28:28;F762WEM;FOTON;NULL;металлоконструкция;Поставка;ТОО МеталлСтрой УК;"TOO ""ALTAI MAI""";"ТОО ""МеталлСтройУК""";NULL;9620.000;5280.000;4340.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
32;49;2024-03-19 08:20:42;235CVA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";21840.000;0.000;21840.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
33;50;2024-03-19 08:36:53;253CVA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";21800.000;9580.000;12220.000;12280.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
34;51;2024-03-19 08:51:54;817ВЕ16;SHAСMAN;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";27940.000;15040.000;12900.000;12880.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
35;52;2024-03-19 09:02:10;630ZAA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";20960.000;9660.000;11300.000;11220.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
36;53;2024-03-19 09:11:18;969MEA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";22360.000;10220.000;12140.000;12120.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
37;58;2024-03-19 11:21:27;969LOA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";23460.000;10760.000;12700.000;12680.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
38;59;2024-03-19 12:35:28;831SVA16;Камаз;NULL;подсолнечник;Поставка;с Березовка;Усть-Каменогорск;"ТОО ""Иртыш 7""";"ТОО ""ALTAI MAI""";37200.000;17760.000;19440.000;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
39;60;2024-03-19 12:54:52;740SKA16;КамАЗ;NULL;подсолнечник;Поставка;с Березовка;Усть-Каменогорск;"ТОО ""Иртыш 7""";"ТОО ""ALTAI MAI""";33940.000;15580.000;18360.000;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
40;66;2024-03-20 08:26:08;817ВЕ16;SHAСMAN;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО""Жарымбет""";"ТОО ""ALTAI MAI""";27860.000;15080.000;12780.000;12800.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
41;67;2024-03-20 10:31:42;740SKA16;КамАЗ;NULL;подсолнечник;Поставка;с Березовка;Усть-Каменогорск;"ТОО ""Иртыш 7""";"ТОО ""ALTAI MAI""";34040.000;15660.000;18380.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
42;68;2024-03-20 11:25:42;109ESA16;КамАЗ;NULL;подсолнечник;Поставка;п Тарханка;Усть-Каменогорск;"к/х ""Семена Масличных""";"ТОО ""ALTAI MAI""";42340.000;16400.000;25940.000;25960.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
43;72;2024-03-26 10:28:04;F762WEM;FOTON;NULL;металлоконструкция;Поставка;ТОО МеталлСтрой УК;"TOO ""ALTAI MAI""";NULL;"ТОО ""ALTAI MAI""";11160.000;5240.000;5920.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
44;74;2024-03-26 11:57:24;F762WEM;FOTON;NULL;колонны;Сбыт;TOO ALTAI MAI;ТОО МеталлСтрой УК;TOO ALTAI MAI;"ТОО ""МеталлСтройУК""";6160.000;5240.000;920.000;NULL;0.00;NULL;м84.м85.м86.м87.;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
45;75;2024-03-26 15:07:28;F762WEM;FOTON;NULL;металлоконструкция;Поставка;ТОО МеталлСтрой УК;"TOO ""ALTAI MAI""";"ТОО ""МеталлСтройУК""";NULL;9920.000;5240.000;4680.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
47;77;2024-03-27 07:50:52;630ZAA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"к/х""Умит""";"ТОО ""ALTAI MAI""";20460.000;0.000;20460.000;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
48;78;2024-03-27 07:59:28;969MEA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"к/х""Умит""";"ТОО ""ALTAI MAI""";21600.000;0.000;21600.000;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
49;79;2024-03-27 08:37:29;253CVA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО ""Кунарлы""";"ТОО ""ALTAI MAI""";21620.000;9440.000;12180.000;12240.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
50;80;2024-03-27 08:53:48;969LOA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО ""Кунарлы""";"ТОО ""ALTAI MAI""";22680.000;10680.000;12000.000;12040.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
51;81;2024-03-27 08:59:09;969МЕА16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО ""Кунарлы""";"ТОО ""ALTAI MAI""";21600.000;10240.000;11360.000;11400.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
52;82;2024-03-27 09:03:35;630ZAA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО ""Кунарлы""";NULL;20440.000;9540.000;10900.000;10920.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
53;83;2024-03-27 09:55:18;724MSA16;КамАЗ;NULL;подсолнечник;Поставка;п Тарханка;Усть-Каменогорск;"к/х""Семена масличных""";"ТОО ""ALTAI MAI""";41320.000;14620.000;26700.000;26820.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
54;85;2024-03-27 10:55:53;109ESA16;КамАЗ;NULL;подсолнечник;Поставка;п Тарханка;Усть-Каменогорск;"ТОО""Ульба-Агро""";"ТОО ""ALTAI MAI""";42340.000;16540.000;25800.000;26000.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
55;88;2024-03-27 11:35:01;472АЕЕ16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"ТОО ""Кунарлы""";"ТОО ""ALTAI MAI""";18940.000;9840.000;9100.000;9220.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
56;93;2024-03-27 15:36:43;109ESA16;КамАЗ;NULL;подсолнечник;Поставка;п Тарханка;Усть-Каменогорск;"ТОО""Ульба-Агро""";"ТОО ""ALTAI MAI""";42220.000;16480.000;25740.000;25820.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
57;94;2024-03-27 16:01:59;724MSA16;КамАЗ;NULL;подсолнечник;Поставка;п Тарханка;Усть-Каменогорск;"ТОО""Ульба-Агро""";"ТОО ""ALTAI MAI""";40860.000;14580.000;26280.000;26300.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
59;98;2024-03-28 08:23:33;348FHA16;КамАЗ;NULL;подсолнечник;Поставка;с Кокпекты;Усть-Каменогорск;"ТОО""АлексЭнержи""";"ТОО ""ALTAI MAI""";40740.000;16540.000;24200.000;24300.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
60;99;2024-03-28 08:30:01;797АН16;КамАЗ;NULL;подсолнечник;Поставка;с Кокпекты;Усть-Каменогорск;"ТОО""АлексЭнержи""";"ТОО ""ALTAI MAI""";34420.000;16400.000;18020.000;18120.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
61;100;2024-03-28 09:03:05;043ААО18;КамАЗ;NULL;подсолнечник;Поставка;с Кокпекты;Усть-Каменогорск;"к/х""САФИНА""";"ТОО ""ALTAI MAI""";51620.000;18020.000;33600.000;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
62;101;2024-03-28 09:07:10;927PLM16;КамАЗ;NULL;подсолнечник;Поставка;с Кокпекты;Усть-Каменогорск;"ТОО""АлексЭнержи""";"ТОО ""ALTAI MAI""";38120.000;15980.000;22140.000;22200.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
63;102;2024-03-28 09:12:14;797НЕА16;КамАЗ;NULL;подсолнечник;Поставка;с Кокпекты;Усть-Каменогорск;"ТОО""АлексЭнержи""";"ТОО ""ALTAI MAI""";38420.000;16840.000;21580.000;21660.000;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
64;103;2024-03-28 09:35:59;659WWZ16;Камаз;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"к/х""СУНКАР""";"ТОО ""ALTAI MAI""";24040.000;0.000;24040.000;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
65;104;2024-03-28 09:48:26;285DKA16;КамАЗ;NULL;подсолнечник;Поставка;сУлкен-Нарын;Усть-Каменогорск;"к/х""СУНКАР""";"ТОО ""ALTAI MAI""";23780.000;0.000;23780.000;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
66;109;2024-03-28 10:59:22;831SVA16;Камаз;NULL;подсолнечник;Поставка;с Березовка;Усть-Каменогорск;"ТОО ""Иртыш 7""";NULL;37160.000;17720.000;19440.000;NULL;0.00;NULL;б/в;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
67;111;2024-03-28 11:33:35;948ОМА16;КамАЗ;NULL;подсолнечник;Поставка;с Березовка;Усть-Каменогорск;NULL;"ТОО ""ALTAI MAI""";30400.000;15840.000;14560.000;NULL;0.00;NULL;б/в;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
70;114;2024-03-28 13:37:30;740SKA16;КамАЗ;NULL;подсолнечник;Поставка;с Березовка;Усть-Каменогорск;"ТОО ""Иртыш 7""";"ТОО ""ALTAI MAI""";33580.000;15540.000;18040.000;NULL;0.00;NULL;б/в;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
71;118;2024-03-29 09:31:39;740SKA16;КамАЗ;NULL;подсолнечник;Поставка;с Березовка;Усть-Каменогорск;"ТОО ""Иртыш 7""";"ТОО ""ALTAI MAI""";33800.000;15520.000;18280.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
72;119;2024-03-29 10:02:08;109ESA16;КамАЗ;NULL;подсолнечник;Поставка;п Тарханка;Усть-Каменогорск;"ТОО""Ульба-Агро""";NULL;42120.000;16460.000;25660.000;25740.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
73;120;2024-03-29 11:05:27;831SVA16;Камаз;NULL;подсолнечник;Поставка;с Березовка;Усть-Каменогорск;"ТОО ""Иртыш 7""";"ТОО ""ALTAI MAI""";37440.000;17720.000;19720.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
74;123;2024-03-29 14:05:14;927PLM16;КамАЗ;NULL;подсолнечник;Поставка;с Кокпекты;Усть-Каменогорск;"ТОО""АлексЭнержи""";"ТОО ""ALTAI MAI""";38040.000;16000.000;22040.000;22160.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
75;125;2024-03-29 14:29:11;797НЕА16;КамАЗ;NULL;подсолнечник;Поставка;с Кокпекты;Усть-Каменогорск;"ТОО""АлексЭнержи""";"ТОО ""ALTAI MAI""";38260.000;16880.000;21380.000;21460.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
76;126;2024-03-29 15:34:39;109ESA16;КамАЗ;NULL;подсолнечник;Поставка;п Тарханка;Усть-Каменогорск;"ТОО""Ульба-Агро""";NULL;41980.000;16460.000;25520.000;25520.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
77;129;2024-03-29 16:23:02;740SKA16;КамАЗ;NULL;подсолнечник;Поставка;с Березовка;Усть-Каменогорск;"ТОО ""Иртыш 7""";"ТОО ""ALTAI MAI""";33900.000;15520.000;18380.000;NULL;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
78;132;2024-04-01 07:59:49;348FHA16;КамАЗ;NULL;подсолнечник;Поставка;с Кокпекты;Усть-Каменогорск;"ТОО""АлексЭнержи""";"ТОО ""ALTAI MAI""";41100.000;16780.000;24320.000;24620.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
79;133;2024-04-01 08:05:33;797АН16;КамАЗ;NULL;подсолнечник;Поставка;с Кокпекты;Усть-Каменогорск;"ТОО""АлексЭнержи""";"ТОО ""ALTAI MAI""";34600.000;16460.000;18140.000;18300.000;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;Весы 1;Весы 1;0;NULL;\\Auto-vesovaya\весовая\database.db3;2025-11-22 15:06:35
